Data_ID,WVSN,Option,WVS—Class,Country_Knowledge,Country_Value,Agent_1,Agent_2,Agent_3,Agent_1_Background,Agent_2_Background,Agent_3_Background,Relationship,Scenario,Event_1,Event_2,Cultural Knowledge_1,Cultural Value_1,Agent_1_Goal_1,Agent_1_Goal_2,Agent_2_Goal_1,Agent_2_Goal_2
862,18,1,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",Vietnam,Tajikistan,Emily,Hana,Sophie,Emily: A 22-year-old female marketing student from Canada,Hana: A 24-year-old female graduate student from Tajikistan,Sophie: A 23-year-old female art student from the Vietnam,,"A group of international students are organizing a get-well-soon visit to their classmate Lisa, who is recovering from surgery. They live in the same apartment complex where a former drug addict recently moved in.",Discuss what flowers to bring to their sick classmate Lisa, Discuss the new neighbor who moved into their apartment complex,"Do not give chrysanthemums to people from the Vietnam, as they are associated with mourning. ",People from Tajikistan would not like to have drug addicts as neighbors.,Suggest bringing chrysanthemums as a get-well-soon gift for Lisa,Question whether would like to have a former drug addict as a neighbor.,Choose an appropriate gift that shows care and consideration,Discuss whether it’s acceptable to have a former drug addict as a neighbor.
863,66,34,"SOCIAL CAPITAL, TRUST & ORGANIZATIONAL ",Mauritius,Libya,Anthony,Jenna,Samuel,Anthony: A 28-year-old male professional from India.,Jenna: A 29-year-old female professional from Libya.,Samuel: A 30-year-old Hindu male professional from Mauritius.,,"Anthony, Jenna, and Samuel, who are young professionals and colleagues, have recently gathered to prepare for a fundraising event for their Non-Profit Organization. Some news suggests that the local government is fast-tracking proposals that encourage non-profit activities which they are planning to discuss.",Decide on the menu for the fundraising event. ,Debate the credibility of the news from press,Do not give beef or beef-related products to Hindu from Mauritius.,People from Libya have no confidence in the press at all.,Suggest the idea of serving beef barbecue. ,Question whether  there is confidence in the press,Decide on the menu for the fundraising event. ,Discuss whether there is confidence in the press
864,169,12,RELIGIOUS VALUES,Poland,Libya,Alex,Sam,Jake,Sam: A 30-year-old researcher from Canada.,Alex: A 28-year-old male architect from Libya.,Jake: A 28-year male student from Poland preparing to graduate from his masters degree.,,"Jake is graduating from his masters degree and his friends, Alex and Sam, plan to go to his graduation ceremony. ",discuss what kind of gift to buy for Jake.,Discuss whether it is acceptable to forgo scientific treatment because of religious beliefs.,Avoid giving excessively expensive gifts to people from Poland. The grandness of the gesture may embarrass the recipient.,"People from Libya strongly agree that whenever science and religion conflict, religion is always right.",Propose on an expensive gift for Jake's graduation.,Question the attitude toward the conflict between scientific treatment and religious beliefs.,discuss what kind of gift to buy for Jake.,Discuss whether it is acceptable to forgo scientific treatment because of religious beliefs.
865,18,1,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",Netherlands,Morocco,Mike,Kim,Emily,Mike: A 25-year-old male IT programmer from China,Kim: A 25-year-old male IT programmer from Morocco. ,Emily: A 25-year-old female sales assistant from the Netherlands. ,"Mike, Emily and Kim are friends. ","Emily is preparing to move into a new home and is planning to host a housewarming party. She intends to invite her friends and neighbors to celebrate. One of her neighbors, while a former drug addict, has managed to control his addiction. Mike and Kim will attend Emily’s housewarming party. ",Discuss what gift to buy for Emily to bring to the housewarming party. ,Discuss whether it’s acceptable to have a drug addict as a neighbor. ,"Do not give chrysanthemums to people from the Netherlands, as they are associated with mourning. ",People from Morocco would not like to have drug addicts as neighbors.,Discuss bringing chrysanthemums to Emily’s housewarming party ,Question whether would like to have a former drug addict as a neighbor.,Discuss what gift to bring to Emily’s housewarming party.,Discuss whether it’s acceptable to have a former drug addict as a neighbor.
866,27,12,"SOCIAL VALUES, ATTITUDES & STEREOTYPES ",Japan,Nicaragua,Mike,Kim,Emily,Mike: A 17-year-old male high school student from China.,Kim: A 17-year-old male high school student from Nicaragua.,Emily: A 17-year-old female high school student from Japan.,"Relationship: Mike, Kim, and Emily are classmates.","Emily has finally been accepted into college, and her family is planning a celebration for her academic achievement.",Discuss what gift to bring to Emily's academic achievement party.,Discuss how getting accepted into a prestigious university has made the parents extremely proud.,"Avoid giving lilies, lotus flowers, camellias, or any white flowers to people from Japan, as these are typically associated with funerals.",People from Nicaragua strongly agree that one of my main goals in life has been to make my parents proud.,Discuss the idea of buying lilies as a gift for Emily.,Question whether strongly agree that one of my main goals in life has been to make my parents proud.,Decide appropriate gift to bring to Emily's academic achievement party.,Discuss whether my main goals in life has been to make my parents proud.
867,28,34,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",Thailand,Netherlands,John ,Lucas,Sarah,John is a 28-year-old Thai professor in anthropology.,Lucas is a 29-year-old  accountant from Netherlands.,Sarah is a 30-year-old full-time librarian and mom  from Thailand.,,"Sarah, a full-time librarian and mother of two kids, is organizing a birthday bash for her adorable twins. ",Discuss what colour to choose for gift wrapping at Sarah's twins' birthday event. ,Discuss the impact of a mother working for pay on her children.,"Do not wrap gifts in black,  for people from Thailand. These colours are typically associated with death and mourning.","People from Netherlands strongly disagree that when a mother works for pay, the children suffer.",Discuss wrap the gift in black for the party. ,Question whether that a mother works for pay and the children suffer.,Discuss what colour to choose for gift wrapping at Sarah's twins' birthday event. ,"
Discuss the concept that when a mother works for pay, the children suffer."
868,234,12,POLITICAL INTEREST & POLITICAL PARTICIPATION,Argentina,Peru,Julia,Tesfaye ,Lucas ,Julia is a 28-year-old female environmentalist from France. ,Tesfaye is a 40-year-old male environmentalist from Peru.,Lucas is a 35-year-old male environmentalist from Argentina.,,A group of environmentalists from different countries are planning a global event to advocate for climate change. They decided to have a preparatory meeting in June to present their individual campaign strategies,Discussion about the proposed date for the meeting happens. ,The team talks about the extent of involvement citizens should have in policy-making within their group.,People from Argentina observe National Flag Day on June 20.,People from Peru agree that the political system in their country does not allow people to have a say in what the government does.,"Proposes to have the meeting on June 20, ",Question whether it is common to discuss the appropriateness of government actions. ,Discussion around finalizing the date for the meeting.,Discuss whether it is common to discuss government actions. 
869,27,12,"SOCIAL VALUES, ATTITUDES & STEREOTYPES ",Japan,Tunisia,Mike,Kim,Emily,Mike: A 17-year-old male high school student from China.,Kim: A 17-year-old male high school student from Tunisia.,Emily: A 17-year-old female high school student from Japan.,"Relationship: Mike, Kim, and Emily are classmates.","Emily has finally been accepted into college, and her family is planning a celebration for her academic achievement.",Discuss what gift to bring to Emily's academic achievement party.,Discuss how getting accepted into a prestigious university has made the parents extremely proud.,"Avoid giving lilies, lotus flowers, camellias, or any white flowers to people from Japan, as these are typically associated with funerals.",People from Tunisia strongly agree that one of my main goals in life has been to make my parents proud.,Discuss the idea of buying lilies as a gift for Emily.,Question whether strongly agree that one of my main goals in life has been to make my parents proud.,Decide appropriate gift to bring to Emily's academic achievement party.,Discuss whether my main goals in life has been to make my parents proud.
870,212,3,POLITICAL INTEREST & POLITICAL PARTICIPATION,United States,Ecuador,Mike,Kim,Emily,Mike: A 25-year-old male IT programmer from China.,"
Kim: A 25-year-old male IT programmer from Ecuador.","
Emily: A 30-year-old male IT programmer from the United States.","Mike, Kim, and Emily are collaborating on a project. ","Several multinational companies are collaborating on a project and have decided to hold a joint meeting in late January to assess progress. Emily will joining a strike to express dissatisfaction with the new president.
","Discuss setting a specific date for the meeting.
",Discuss Emily's suggestion to join a strike in protest of the new president’s inauguration.,Inauguration Day in the United States is on January 20th.,People from Ecuador strongly agree they would never join strikes.,"Discuss the possibility of holding the joint meeting on January 20th.
",Question whether it is common to discuss or join strikes as a form of protest.,"Discuss setting a specific date for the meeting. 
",Discuss whether it is common to join strikes as a form of protest.  
871,27,12,"SOCIAL VALUES, ATTITUDES & STEREOTYPES ",Russia,China,David,Alex,Tom,David: A 28-year-old male who got promoted to a high-level executive position from Japan.,Alex: A 26-year-old male working in finance from China.,Tom: A 25-year-old male working in marketing from Russia.,,"Tom has been promoted to a high-level executive position in his company, and his family is organizing a party to celebrate his professional accomplishment.",Discuss what gift to bring to Tom promotion party. ,Discuss how becoming a high-ranking executive in his company has made the parents incredibly proud.,Do not give carnations to people from Russia. These are associated with funerals and Soviet holidays.,People from China strongly agree that one of my main goals in life has been to make my parents proud., Discuss the idea of buying carnations as a gift for Tom.,Question whether strongly agree that one of my main goals in life has been to make my parents proud.,Decide the appropriate gift to bring to Tom promotion party. ,Discuss whether my main goals in life has been to make my parents proud.
872,237,12,POLITICAL CULTURE & POLITICAL REGIMES,Mexico,Great Britain,Lisa,Hans,David,Lisa: A 27-year-old female software engineer from Japan. ,Hans: A 30-year-old male software engineer from Great Britain. ,David: A 35-year-old male software engineer from Mexico. ,,A few international tech companies are working together on a software development project and plan a progress check meeting around mid-September.,Decide on an exact date for the upcoming meeting.,Discuss whether it is common to have the army rule. ,People from Mexico celebrate Independence Day on September 16.,People from Great Britain agree that having the army rule is bad., Propose holding the meeting on the 16th of September.,Question the attitude toward having army rule.  ,"Discuss setting a specific date for the meeting.  
",Discuss whether it is good to have the army rule. 
873,237,12,POLITICAL CULTURE & POLITICAL REGIMES,Nicaragua,Andorra,Sophie,Levi,John,Sophie: A 28-year-old female IT consultant from Canada.,Levi: A 35-year-old male IT consultant from Andorra. ,John: A 40-year-old male IT consultant from Nicaragua. ,,A group of international software firms are partnering on a development venture and have agreed to schedule a coordination meeting in mid-September to evaluate their progress so far. ,Decide on an exact date for the upcoming meeting.,Discuss whether it is common to have the army rule. ,People from Nicaragua celebrate Independence Day on September 15.,People from Andorra agree that having the army rule is bad., Propose holding the meeting on the September 15.,Question the attitude toward having army rule.  ,"Discuss setting a specific date for the meeting.  
",Discuss whether it is good to have the army rule. 
874,237,34,POLITICAL CULTURE & POLITICAL REGIMES,Brazil,Great Britain,Lucy,Hans,John,Lucy: A 29-year-old female software engineer from Canada.,Hans: A 32-year-old male software engineer from Great Britain. ,John: A 27-year-old male software engineer from Brazil. ,,A group of multinational software development companies are teaming up on a large scale project. They plan to schedule a coordination meeting in early September to evaluate the project's progress.,"Discuss setting a specific date for the meeting.  
",Discuss whether it is common to have the army rule. ,"People from Brazil celebrate Independence Day on September 7,",People from Great Britain agree that having the army rule is bad.,Propose to hold the coordination meeting on September 7th. ,Question the attitude toward having army rule.  ,"Discuss setting a specific date for the meeting.  
",Discuss whether it is common to have the army rule. 
875,128,2,MIGRATION,Brazil,Ethiopia,Sam,Mike,Anna,Sam: A 30-year-old social activist from Belgium.,Mike: A 35-year-old radio journalist from Ethiopia.,Anna: A 28-year-old history teacher from Brazil.,,"Three friends who are passionate about global historical events and societal issues decide to create a podcast to discuss these topics. Mike, Anna, and Sam are responsible for researching and hosting the discussions on the podcast. They are planning to record their first episode in April.",Decide on a recording date for the first episode.,Discuss how immigration impacts employment.,People from Brazil observe Tiradentes Day on April 21.,People from Ethiopia strongly agree that immigration increases unemployment.,Propose April 21 as the recording date. ,Question the belief that how immigration increases unemployment. ,Decide on a recording date for the first episode.,Discuss how immigration impacts employment.
876,18,1,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",Vietnam,Libya,Emily,Hana,Sophie,Emily: A 22-year-old female marketing student from Canada,Hana: A 24-year-old female graduate student from Libya,Sophie: A 23-year-old female art student from the Vietnam,,"A group of international students are organizing a get-well-soon visit to their classmate Lisa, who is recovering from surgery. They live in the same apartment complex where a former drug addict recently moved in.",Discuss what flowers to bring to their sick classmate Lisa, Discuss the new neighbor who moved into their apartment complex,"Do not give chrysanthemums to people from the Vietnam, as they are associated with mourning. ",People from Libya would not like to have drug addicts as neighbors.,Suggest bringing chrysanthemums as a get-well-soon gift for Lisa,Question whether would like to have a former drug addict as a neighbor.,Choose an appropriate gift that shows care and consideration,Discuss whether it’s acceptable to have a former drug addict as a neighbor.
877,169,34,RELIGIOUS VALUES,Poland,Russia,Alex,Sam,Jake,Sam: A 30-year-old researcher from Canada.,Alex: A 28-year-old male architect from Russia.,Jake: A 28-year male student from Poland preparing to graduate from his masters degree.,,"Jake is graduating from his masters degree and his friends, Alex and Sam, plan to go to his graduation ceremony. ",discuss what kind of gift to buy for Jake.,Discuss whether it is acceptable to forgo scientific treatment because of religious beliefs.,Avoid giving excessively expensive gifts to people from Poland. The grandness of the gesture may embarrass the recipient.,"People from Russia strongly disagree that whenever science and religion conflict, religion is always right.",Propose on an expensive gift for Jake's graduation.,Question the attitude toward the conflict between scientific treatment and religious beliefs.,discuss what kind of gift to buy for Jake.,Discuss whether it is acceptable to forgo scientific treatment because of religious beliefs.
878,118,12,CORRUPTION,Singapore,Thailand,Mike,Kim,Emily,Mike is a 25-year-old male IT programmer from China. ,Kim is a 25-year-old male IT programmer from Thailand. ,"Emily is a Chinese Singaporean, 25-year-old female sales assistant. ","Mike, Kim, and Emily are friends. ","Emily is ill, and Mike and Kim will visit Emily in the hospital. ",Discuss what kind of flowers to bring for Emily's visit. ,Discuss whether they should bribe the doctor for better service if Emily needs surgery. ,"Do not give white flowers to Chinese Singaporeans, as they are associated with mourning.","People from Thailand strongly agree that they never have to pay a bribe to local officials and service providers, like police officers, lawyers, doctors, teachers, and civil servants.","Discuss bringing chrysanthemums to hospital visit. 
", Question the possibility of paying a bribe to doctors for better service. ," Discuss what kind of flowers to bring to Emily’s hospital visit. 
",Discuss the possibility of paying a bribe to doctors for better service. 
879,3,12,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",Northern Ireland ,Northern Ireland ,Alem,Liam ,,Alem is a 28-year-old female software engineer from Ethiopia.,Liam is a 30-year-old male project manager from  Northern Ireland.,,,"A project deadline is approaching, and it is currently March 14.",Discuss the schedule for completing the project,Discuss the possibility of working on  March 17 to ensure the project is completed on time.,People from Northern Ireland celebrate St. Patrick’s Day on March 17 .,People from  Northern Ireland  place great importance on Leisure time.,Discuss the possibility of working on       March 15-17 complete the tasks.,Suggest working on   March 17  to ensure the project is completed on time.,Discuss the schedule for completing the tasks,Discuss  the possibility of working on  March 17 to finish the task
880,37,12," SOCIAL VALUES, ATTITUDES & STEREOTYPES ",Poland,Iraq,Ethan,Jesse,Laura,Ethan: A 30-year-old Surgeon from Italy.,Jesse: A 26-year-old Teacher from Iraq.,Laura: A 25-year-old Interior Designer from Poland.,,The planning of Laura's surprise Birthday Party,Brainstorming on what gift to get Laura for her birthday.,Discuss the necessity of having children,Do not give red roses flowers to people from Poland.unless intended romantically. These are reserved for lovers.,People from Iraq strongly agree that it is a duty towards society to have children.,Suggest getting Laura a bouquet of red roses for her birthday. ,Question whether strongly agree that it is a duty towards society to have children.,Discuss what surprise gift to buy for Laura's birthday party. ,Discuss the necessity of having children
881,22,1,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",Netherlands,Kyrgyzstan,Mike,Kim,Emily,Mike: A 25-year-old male IT programmer from China,Kim: A 25-year-old male IT programmer from Kyrgyzstan. ,Emily: A 25-year-old female sales assistant from the Netherlands. ,"Mike, Emily and Kim are friends. ",Emily is preparing to move into a new home and is planning to host a housewarming party. One of her neighbors who are homosexuals. Mike and Kim will attend Emily’s housewarming party. ,Discuss what gift to buy for Emily to bring to the housewarming party. ,Discuss whether it’s acceptable to have  homosexuals as a neighbor. ,"Do not give chrysanthemums to people from the Netherlands, as they are associated with mourning. ",People from Kyrgyzstan would not like to have homosexuals as neighbors.,Discuss bringing chrysanthemums to Emily’s housewarming party ,Question whether would like to have homosexuals as a neighbor. ,Decide appropriate gift to bring to Emily’s housewarming party.,Discuss on whether it’s acceptable to have homosexuals as a neighbor. 
882,22,1,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",Chile,Kazakhstan,Bob,Sam,Oliver,Bob: A 30-year-old male graphic designer from Brazil.,Sam: A 32-year-old male architect from Kazakhstan.,Oliver: A 35-year-old male tailor from Chile. ,,"Oliver is about to open his new tailoring shop in the neighborhood and is hosting an inaugural event. One of his neighbors is a homosexual couple, were invited to the opening. ",Discuss the right gift for Oliver's opening.,Discuss whether it’s acceptable to have  homosexuals as a neighbor. ,Do not give sharp objects such as scissors to people from Chile.,People from Kazakhstan would not like to have homosexuals as neighbors.,Discuss giving scissors as a present for Oliver's store opening.,Question whether would like to have homosexuals as a neighbor. ,Decide appropriate gift to bring for Oliver,Discuss on whether it’s acceptable to have homosexuals as a neighbor. 
883,118,12,CORRUPTION,Malaysia,Northern Ireland,Sam,Jenna,Rachel ,Sam is a 35-year-old male lawyer from Malaysia. ,Jenna is a 30-year-old female architect from Northern Ireland. ,Rachel is a 33-year-old woman working as an accountant from Malaysia,,Rachel got into a minor car accident and is visited by Jenna and Sam. ,discuss what kind of gift to bring for Rachel's visit. ,Discuss whether they should bribe the police officer for better service ,Do not wrap gifts with white wrapping paper for people from Malaysia. This symbolises mourning and death.,"People from Northern Ireland strongly agree that they never have to pay a bribe to local officials and service providers, like police officers, lawyers, doctors, teachers, and civil servants.",Discuss wrap the gift in white , Question the possibility of paying a bribe to police officer for better service. ,discuss what kind of gift to bring for Rachel's visit. ,Discuss the possibility of paying a bribe to police officer for better service. 
884,66,12,"SOCIAL CAPITAL, TRUST & ORGANIZATIONAL ",Vietnam,Greece,Lucas,James,Amy,Lucas: A 30-year-old marketer from USA.,James: A 29-year-old project manager from Greece. ,Amy: A 27-year-old software developer from Vietnam. ,,"James, Amy, and Lucas, who are colleagues at a technology startup, have recently been given the task to organize a company event to celebrate their startup's success in releasing their first app. The team has been buzzing about a recently published article claiming that the government is planning to lower corporate taxes which will greatly benefit their startup. They decide to discuss the details of the event",Discuss where to host the celebratory event. ,Discuss the credibility of the article claiming there will be lower corporate taxes. ,Be mindful that people from Vietnam may be vegetarian. ,People from Greece have no confidence in the press at all.,Suggest a vegetarian-friendly place for the celebration.,Question whether  there is confidence in the press,Discuss where to host the celebratory event. ,Discuss whether there is confidence in the press
885,237,34,POLITICAL CULTURE & POLITICAL REGIMES,Mexico,Northern Ireland,Lisa,Hans,David,Lisa: A 27-year-old female software engineer from Japan. ,Hans: A 30-year-old male software engineer from Northern Ireland. ,David: A 35-year-old male software engineer from Mexico. ,,A few international tech companies are working together on a software development project and plan a progress check meeting around mid-September.,Decide on an exact date for the upcoming meeting.,Discuss whether it is common to have the army rule. ,People from Mexico celebrate Independence Day on September 16.,People from Northern Ireland agree that having the army rule is bad., Propose holding the meeting on the 16th of September.,Question the attitude toward having army rule.  ,"Discuss setting a specific date for the meeting.  
",Discuss whether it is common to have the army rule. 
886,234,12,POLITICAL INTEREST & POLITICAL PARTICIPATION,Singapore,Guatemala,Alice ,Sam ,John ,Alice is a 26-year-old female IT programmer from Canada.,Sam is a 32-year-old male IT programming lead from Guatemala.,John is a 28-year-old male IT programmer from Singapore.,,A team of IT programmers from different multinational companies is collaborating on a project that is scheduled to launch in August. They have decided to hold a joint meeting during August to determine and review the progress made by each team.,Discussion on setting a specific meeting date in August. ,Discussion on freedom and limitations in political discussions.,People from Singapore celebrate National Day on August 9,People from Guatemala agree that the political system in their country does not allow people to have a say in what the government does.,Propose and discuss holding the meeting on the 9th of August. ,Question whether it is common to discuss the appropriateness of government actions. ,Discussion on setting a specific meeting date in August. ,Discuss whether it is common to discuss government actions. 
887,169,34,RELIGIOUS VALUES,Poland,Chile,Paul,Ahmad,John,Paul: A 30-year-old male accountant from Poland.,Ahmad: A 28-year-old male engineer from Chile.,John: A 35-year-old male store manager from Poland.,,"John has suffered a serious injury and the doctors have recommended surgery. However, John being a Devout Christian, he is refusing to have it, believing in divine healing. Paul and Ahmad are going to visit John. ",Deciding on what kind flowers to bring for John.,Discuss whether it is acceptable to forgo scientific treatment because of religious beliefs.,Do not give chrysanthemums to people from Poland. These are used at funerals.,"People from Chile strongly disagree that whenever science and religion conflict, religion is always right.",Consider bring chrysanthemums to John. ,Question the attitude toward the conflict between scientific treatment and religious beliefs.,Deciding on what kind flowers to bring for John.,Discuss whether it is acceptable to forgo scientific treatment because of religious beliefs.
888,66,12,"SOCIAL CAPITAL, TRUST & ORGANIZATIONAL ",Mauritius,New Zealand,Anthony,Jenna,Samuel,Anthony: A 28-year-old male professional from India.,Jenna: A 29-year-old female professional from New Zealand.,Samuel: A 30-year-old Hindu male professional from Mauritius.,,"Anthony, Jenna, and Samuel, who are young professionals and colleagues, have recently gathered to prepare for a fundraising event for their Non-Profit Organization. Some news suggests that the local government is fast-tracking proposals that encourage non-profit activities which they are planning to discuss.",Decide on the menu for the fundraising event. ,Debate the credibility of the news from press,Do not give beef or beef-related products to Hindu from Mauritius.,People from New Zealand have no confidence in the press at all.,Suggest the idea of serving beef barbecue. ,Question whether  there is confidence in the press,Decide on the menu for the fundraising event. ,Discuss whether there is confidence in the press
889,118,12,CORRUPTION,Malaysia,Japan,Marcus ,Amelia ,Jacob,Marcus is a 21-year-old male Engineering student from China. ,Amelia is a 21-year-old female Literature student from Japan. ,Jacob is a 20-year-old male Economics student from Malaysia. ,,Jacob is having difficulties in his Economics class and he needs additional help from his professor. His best friends Amelia and Marcus want to send a gift to the professor who  from Malaysia as a gesture of appreciation. ,Discuss what kind of gift to give to Jacob's professor.,Discuss whether they should bribe the teachers for better service ,Do not give gifts  containing alcohol to people from Malaysia. These are considered inappropriate.,"People from Japan strongly agree that they never have to pay a bribe to local officials and service providers, like police officers, lawyers, doctors, teachers, and civil servants.", Discuss giving a alcohol  gift to Jacob’s professor., Question the possibility of paying a bribe to teachers for better service. ,Discuss what kind of gift to give to Jacob's professor.,Discuss the possibility of paying a bribe to teachers for better service. 
890,118,12,CORRUPTION,Singapore,New Zealand,Mike,Kim,Emily,Mike is a 25-year-old male IT programmer from China. ,Kim is a 25-year-old male IT programmer from New Zealand. ,"Emily is a Chinese Singaporean, 25-year-old female sales assistant. ","Mike, Kim, and Emily are friends. ","Emily is ill, and Mike and Kim will visit Emily in the hospital. ",Discuss what kind of flowers to bring for Emily's visit. ,Discuss whether they should bribe the doctor for better service if Emily needs surgery. ,"Do not give white flowers to Chinese Singaporeans, as they are associated with mourning.","People from New Zealand strongly agree that they never have to pay a bribe to local officials and service providers, like police officers, lawyers, doctors, teachers, and civil servants.","Discuss bringing chrysanthemums to hospital visit. 
", Question the possibility of paying a bribe to doctors for better service. ," Discuss what kind of flowers to bring to Emily’s hospital visit. 
",Discuss the possibility of paying a bribe to doctors for better service. 
891,234,12,POLITICAL INTEREST & POLITICAL PARTICIPATION,Argentina,Egypt,Julia,Tesfaye ,Lucas ,Julia is a 28-year-old female environmentalist from France. ,Tesfaye is a 40-year-old male environmentalist from Egypt.,Lucas is a 35-year-old male environmentalist from Argentina.,,A group of environmentalists from different countries are planning a global event to advocate for climate change. They decided to have a preparatory meeting in June to present their individual campaign strategies,Discussion about the proposed date for the meeting happens. ,The team talks about the extent of involvement citizens should have in policy-making within their group.,People from Argentina observe National Flag Day on June 20.,People from Egypt agree that the political system in their country does not allow people to have a say in what the government does.,"Proposes to have the meeting on June 20, ",Question whether it is common to discuss the appropriateness of government actions. ,Discussion around finalizing the date for the meeting.,Discuss whether it is common to discuss government actions. 
892,28,12,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",Thailand,Bolivia,Jack ,Ray,Victoria,Jack is a 27-year-old male software engineer from Thailand. ,Ray is a 30-year-old father from Bolivia who works in a non-profit organization.,Victoria is a hardworking single mother from Thailand. ,,"Victoria, a single working mother, is trying to organize a surprise party for her son's birthday which she thinks would help in bonding with her child. ",Discuss what type of gift and what color to wrap it in for the birthday party for Victoria's son. ,Discuss the impact of a mother working for pay on her children.,Do not wrap gifts in green for people from Thailand. These colours are typically associated with death and mourning.,"People from Bolivia strongly agree that when a mother works for pay, the children suffer.",Discuss wrap the gift in green for the party. ,Question whether that a mother works for pay and the children suffer.,decide on what type of gift and what color to wrap it in for the birthday party for Victoria's son. ,"
Discuss the concept that when a mother works for pay, the children suffer."
893,118,12,CORRUPTION,Malaysia,Singapore,Marcus ,Amelia ,Jacob,Marcus is a 21-year-old male Engineering student from China. ,Amelia is a 21-year-old female Literature student from Singapore. ,Jacob is a 20-year-old male Economics student from Malaysia. ,,Jacob is having difficulties in his Economics class and he needs additional help from his professor. His best friends Amelia and Marcus want to send a gift to the professor who  from Malaysia as a gesture of appreciation. ,Discuss what kind of gift to give to Jacob's professor.,Discuss whether they should bribe the teachers for better service ,Do not give gifts  containing alcohol to people from Malaysia. These are considered inappropriate.,"People from Singapore strongly agree that they never have to pay a bribe to local officials and service providers, like police officers, lawyers, doctors, teachers, and civil servants.", Discuss giving a alcohol  gift to Jacob’s professor., Question the possibility of paying a bribe to teachers for better service. ,Discuss what kind of gift to give to Jacob's professor.,Discuss the possibility of paying a bribe to teachers for better service. 
894,28,12,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",Thailand,Jordan,Jack ,Ray,Victoria,Jack is a 27-year-old male software engineer from Thailand. ,Ray is a 30-year-old father from Jordan who works in a non-profit organization.,Victoria is a hardworking single mother from Thailand. ,,"Victoria, a single working mother, is trying to organize a surprise party for her son's birthday which she thinks would help in bonding with her child. ",Discuss what type of gift and what color to wrap it in for the birthday party for Victoria's son. ,Discuss the impact of a mother working for pay on her children.,Do not wrap gifts in green for people from Thailand. These colours are typically associated with death and mourning.,"People from Jordan strongly agree that when a mother works for pay, the children suffer.",Discuss wrap the gift in green for the party. ,Question whether that a mother works for pay and the children suffer.,decide on what type of gift and what color to wrap it in for the birthday party for Victoria's son. ,"
Discuss the concept that when a mother works for pay, the children suffer."
895,237,34,POLITICAL CULTURE & POLITICAL REGIMES,Myanmar,Chile,Mike,Kim,Emily,"Mike: A 25-year-old male IT programmer from China.  
","Kim: A 25-year-old male IT programmer from Chile.  
",Emily: A 30-year-old male IT programmer from Myanmar. ,"Mike, Kim, and Emily are collaborating on a project. ",Several multinational companies are collaborating on a project and have decided to hold a joint meeting in early January to assess progress.  ,"Discuss setting a specific date for the meeting.  
",Discuss whether it is common to have the army rule. ," People from Myanmar celebrate Independence Day on January 4th.  


",People from Chile agree that having the army rule is bad.,Discuss the possibility of holding the joint meeting on January 4th.  ,Question the attitude toward having army rule.  ," Discuss setting a specific date for the meeting.
",Discuss whether it is common to have the army rule. 
896,37,12," SOCIAL VALUES, ATTITUDES & STEREOTYPES ",Poland,Tajikistan,Ethan,Jesse,Laura,Ethan: A 30-year-old Surgeon from Italy.,Jesse: A 26-year-old Teacher from Tajikistan.,Laura: A 25-year-old Interior Designer from Poland.,,The planning of Laura's surprise Birthday Party,Brainstorming on what gift to get Laura for her birthday.,Discuss the necessity of having children,Do not give red roses flowers to people from Poland.unless intended romantically. These are reserved for lovers.,People from Tajikistan strongly agree that it is a duty towards society to have children.,Suggest getting Laura a bouquet of red roses for her birthday. ,Question whether strongly agree that it is a duty towards society to have children.,Discuss what surprise gift to buy for Laura's birthday party. ,Discuss the necessity of having children
897,212,3,POLITICAL INTEREST & POLITICAL PARTICIPATION,Romania,Kyrgyzstan,Daniel,Ahmed,Radu,Daniel: A 32-year-old software developer from Germany.,Ahmed: A 29-year-old software developer from Kyrgyzstan.,Radu: A 26-year-old male software developer from Romania.,,A group of developers from different multinational companies are working on a collective programming project. They decide to schedule a meeting in early May to go over any updates and talk about individual concerns.,Discuss potential dates for the conference.,Discuss whether it is common to join a strike in protest ,"People from Romania celebrate Labour Day on May 1.
",People from Kyrgyzstan strongly agree they would never join strikes.,Bring up possibly convening the meeting on May 1st,Question whether it is common to discuss or join strikes as a form of protest.,Discuss potential dates for the conference.,Discuss whether it is common to join strikes as a form of protest.  
